device_id,timestamp,voltage,current,power,energy,frequency,power_factor
1,2025-04-28 02:12:38+05:30,233.5,0.303,70.8,298.002,49.7,0.91
1,2025-04-28 02:12:39+05:30,233.6,0.349,81.5,298.025,49.8,0.96
1,2025-04-28 02:12:40+05:30,232.8,0.331,77.1,298.046,49.9,0.92
1,2025-04-28 02:12:41+05:30,233.6,0.261,61.0,298.063,49.9,0.9
1,2025-04-28 02:12:42+05:30,232.8,0.123,28.6,298.071,49.9,0.89
1,2025-04-28 02:12:43+05:30,233.7,0.38,88.8,298.096,49.9,0.94
1,2025-04-28 02:12:44+05:30,232.4,0.387,89.9,298.121,49.8,0.95
1,2025-04-28 02:12:45+05:30,232.6,0.386,89.8,298.146,50.0,0.95
1,2025-04-28 02:12:46+05:30,233.9,0.541,126.5,298.181,49.8,0.91
1,2025-04-28 02:12:47+05:30,233.2,0.196,45.7,298.193,49.7,0.88
1,2025-04-28 02:12:48+05:30,233.0,0.505,117.7,298.226,49.9,0.98
1,2025-04-28 02:12:49+05:30,234.1,0.599,140.2,298.265,49.8,1.0
1,2025-04-28 02:12:50+05:30,233.7,0.526,122.9,298.299,49.8,0.93
1,2025-04-28 02:12:51+05:30,233.9,0.315,73.7,298.32,49.8,0.94
1,2025-04-28 02:12:52+05:30,233.4,0.395,92.2,298.345,49.8,0.87
1,2025-04-28 02:12:53+05:30,234.8,0.273,64.1,298.363,49.7,0.9
1,2025-04-28 02:12:54+05:30,233.2,0.282,65.8,298.381,49.9,1.0
1,2025-04-28 02:12:55+05:30,234.4,0.522,122.4,298.415,49.8,0.95
1,2025-04-28 02:12:56+05:30,233.5,0.42,98.1,298.443,49.9,0.94
1,2025-04-28 02:12:57+05:30,232.7,0.426,99.1,298.47,49.8,1.0
1,2025-04-28 02:12:58+05:30,233.7,0.238,55.6,298.486,49.8,1.0
1,2025-04-28 02:12:59+05:30,233.7,0.203,47.4,298.499,49.7,1.0
1,2025-04-28 02:13:00+05:30,233.0,0.455,106.0,298.528,49.6,0.91
1,2025-04-28 02:13:01+05:30,233.0,0.392,91.3,298.554,49.9,0.98
1,2025-04-28 02:13:02+05:30,233.5,0.32,74.7,298.574,50.0,0.96
1,2025-04-28 02:13:03+05:30,233.7,0.524,122.5,298.608,49.7,0.96
1,2025-04-28 02:13:04+05:30,232.3,0.409,95.0,298.635,50.0,0.95
1,2025-04-28 02:13:05+05:30,234.0,0.265,62.0,298.652,49.9,0.95
1,2025-04-28 02:13:06+05:30,233.3,0.156,36.4,298.662,49.8,0.96
1,2025-04-28 02:13:07+05:30,232.8,0.41,95.4,298.689,49.8,1.0
1,2025-04-28 02:13:08+05:30,234.0,0.303,70.9,298.708,49.9,0.93
1,2025-04-28 02:13:09+05:30,233.5,0.336,78.5,298.73,50.0,0.9
1,2025-04-28 02:13:10+05:30,234.1,0.328,76.8,298.751,49.9,0.95
1,2025-04-28 02:13:11+05:30,233.7,0.493,115.2,298.783,49.8,0.9
1,2025-04-28 02:13:12+05:30,233.5,0.434,101.3,298.812,49.8,0.92
1,2025-04-28 02:13:13+05:30,233.4,0.34,79.4,298.834,49.7,0.91
1,2025-04-28 02:13:14+05:30,233.7,0.338,79.0,298.856,49.7,0.84
1,2025-04-28 02:13:15+05:30,233.3,0.379,88.4,298.88,49.8,0.98
1,2025-04-28 02:13:16+05:30,233.1,0.482,112.4,298.911,49.8,0.99
1,2025-04-28 02:13:17+05:30,233.8,0.358,83.7,298.935,49.8,0.95
1,2025-04-28 02:13:18+05:30,233.4,0.293,68.4,298.954,49.8,0.99
1,2025-04-28 02:13:19+05:30,233.5,0.23,53.7,298.968,49.8,0.91
1,2025-04-28 02:13:20+05:30,234.0,0.341,79.8,298.991,49.7,0.85
1,2025-04-28 02:13:21+05:30,233.4,0.23,53.7,299.006,49.7,1.0
1,2025-04-28 02:13:22+05:30,233.5,0.384,89.7,299.03,49.9,0.94
1,2025-04-28 02:13:23+05:30,233.2,0.395,92.1,299.056,50.0,0.96
1,2025-04-28 02:13:24+05:30,233.7,0.469,109.6,299.086,49.8,0.91
1,2025-04-28 02:13:25+05:30,233.7,0.329,76.9,299.108,49.7,0.87
1,2025-04-28 02:13:26+05:30,234.0,0.453,106.0,299.137,49.9,0.88
1,2025-04-28 02:13:27+05:30,233.2,0.511,119.2,299.17,49.8,0.97
1,2025-04-28 02:13:28+05:30,233.3,0.357,83.3,299.194,49.9,0.99
1,2025-04-28 02:13:29+05:30,233.9,0.574,134.3,299.231,49.8,0.91
1,2025-04-28 02:13:30+05:30,233.6,0.494,115.4,299.263,49.9,1.0
1,2025-04-28 02:13:31+05:30,233.0,0.302,70.4,299.282,49.9,0.87
1,2025-04-28 02:13:32+05:30,234.2,0.644,150.8,299.324,49.7,0.84
1,2025-04-28 02:13:33+05:30,232.7,0.343,79.8,299.347,49.9,0.97
1,2025-04-28 02:13:34+05:30,233.9,0.49,114.6,299.378,49.8,0.94
1,2025-04-28 02:13:35+05:30,232.9,0.413,96.2,299.405,49.8,0.98
1,2025-04-28 02:13:36+05:30,234.4,0.38,89.1,299.43,49.9,0.97
1,2025-04-28 02:13:37+05:30,232.7,0.481,111.9,299.461,49.8,0.83
1,2025-04-28 02:13:38+05:30,234.1,0.365,85.4,299.485,49.7,1.0
1,2025-04-28 02:13:39+05:30,233.5,0.342,79.9,299.507,49.8,0.97
1,2025-04-28 02:13:40+05:30,233.3,0.345,80.5,299.529,49.7,0.95
1,2025-04-28 02:13:41+05:30,233.6,0.236,55.1,299.544,49.9,1.0
1,2025-04-28 02:13:42+05:30,233.8,0.457,106.8,299.574,49.8,0.91
1,2025-04-28 02:13:43+05:30,233.0,0.284,66.2,299.593,49.9,1.0
1,2025-04-28 02:13:44+05:30,233.1,0.371,86.5,299.617,49.8,0.94
1,2025-04-28 02:13:45+05:30,233.8,0.352,82.3,299.639,50.1,0.92
1,2025-04-28 02:13:46+05:30,232.6,0.411,95.6,299.666,49.9,0.92
1,2025-04-28 02:13:47+05:30,233.2,0.349,81.4,299.689,49.8,0.98
1,2025-04-28 02:13:48+05:30,235.0,0.323,75.9,299.71,49.9,1.0
1,2025-04-28 02:13:49+05:30,233.0,0.391,91.1,299.735,49.9,1.0
1,2025-04-28 02:13:50+05:30,234.1,0.383,89.7,299.76,49.8,0.86
1,2025-04-28 02:13:51+05:30,233.2,0.244,56.9,299.776,49.5,0.95
1,2025-04-28 02:13:52+05:30,233.8,0.339,79.3,299.798,49.8,0.91
1,2025-04-28 02:13:53+05:30,233.8,0.477,111.5,299.829,49.9,0.93
1,2025-04-28 02:13:54+05:30,234.1,0.596,139.5,299.867,49.8,0.97
1,2025-04-28 02:13:55+05:30,233.4,0.179,41.8,299.879,49.6,0.83
1,2025-04-28 02:13:56+05:30,234.5,0.433,101.5,299.907,49.7,0.98
1,2025-04-28 02:13:57+05:30,233.2,0.361,84.2,299.931,49.8,0.84
1,2025-04-28 02:13:58+05:30,233.6,0.291,68.0,299.95,50.0,0.98
1,2025-04-28 02:13:59+05:30,233.6,0.307,71.7,299.969,49.8,0.9
1,2025-04-28 02:14:00+05:30,232.9,0.256,59.6,299.986,49.7,0.92
1,2025-04-28 02:14:01+05:30,233.4,0.214,49.9,300.0,49.9,0.98
1,2025-04-28 02:14:02+05:30,233.6,0.389,90.9,300.025,49.8,0.92
1,2025-04-28 02:14:03+05:30,233.3,0.528,123.2,300.059,49.7,1.0
1,2025-04-28 02:14:04+05:30,234.7,0.385,90.4,300.084,49.7,0.94
1,2025-04-28 02:14:05+05:30,233.1,0.367,85.5,300.108,49.9,0.99
1,2025-04-28 02:14:06+05:30,234.1,0.288,67.4,300.127,49.7,0.91
1,2025-04-28 02:14:07+05:30,233.9,0.257,60.1,300.144,49.9,0.93
1,2025-04-28 02:14:08+05:30,233.5,0.352,82.2,300.166,50.0,0.91
1,2025-04-28 02:14:09+05:30,233.1,0.247,57.6,300.182,49.9,0.96
1,2025-04-28 02:14:10+05:30,233.1,0.462,107.7,300.212,49.8,0.99
1,2025-04-28 02:14:11+05:30,233.2,0.292,68.1,300.231,49.7,0.95
1,2025-04-28 02:14:12+05:30,232.6,0.266,61.9,300.248,49.6,0.84
1,2025-04-28 02:14:13+05:30,233.0,0.575,134.0,300.286,49.8,1.0
1,2025-04-28 02:14:14+05:30,232.8,0.48,111.7,300.317,49.6,0.92
1,2025-04-28 02:14:15+05:30,234.2,0.23,53.9,300.332,49.8,0.9
1,2025-04-28 02:14:16+05:30,233.8,0.262,61.3,300.349,50.0,1.0
1,2025-04-28 02:14:17+05:30,233.9,0.331,77.4,300.37,49.8,0.95
1,2025-04-28 02:14:18+05:30,233.8,0.334,78.1,300.392,49.8,0.94
1,2025-04-28 02:14:19+05:30,233.6,0.304,71.0,300.412,49.9,0.97
1,2025-04-28 02:14:20+05:30,234.2,0.484,113.4,300.443,49.7,0.95
1,2025-04-28 02:14:21+05:30,233.2,0.371,86.5,300.467,49.8,0.94
1,2025-04-28 02:14:22+05:30,233.6,0.346,80.8,300.49,49.8,0.93
1,2025-04-28 02:14:23+05:30,233.9,0.289,67.6,300.508,49.7,0.92
1,2025-04-28 02:14:24+05:30,232.8,0.245,57.0,300.524,49.8,0.88
1,2025-04-28 02:14:25+05:30,235.0,0.288,67.7,300.543,49.9,0.94
1,2025-04-28 02:14:26+05:30,233.5,0.262,61.2,300.56,49.8,0.99
1,2025-04-28 02:14:27+05:30,233.6,0.224,52.3,300.575,49.7,0.93
1,2025-04-28 02:14:28+05:30,234.1,0.458,107.2,300.604,49.8,0.94
1,2025-04-28 02:14:29+05:30,234.0,0.443,103.7,300.633,49.8,1.0
1,2025-04-28 02:14:30+05:30,233.5,0.313,73.1,300.653,49.8,0.95
1,2025-04-28 02:14:31+05:30,233.6,0.482,112.6,300.685,49.8,0.96
1,2025-04-28 02:14:32+05:30,232.7,0.409,95.2,300.711,49.9,1.0
1,2025-04-28 02:14:33+05:30,233.2,0.242,56.4,300.727,49.8,1.0
1,2025-04-28 02:14:34+05:30,233.8,0.204,47.7,300.74,49.8,1.0
1,2025-04-28 02:14:35+05:30,233.7,0.381,89.0,300.765,49.8,1.0
1,2025-04-28 02:14:36+05:30,234.1,0.398,93.2,300.791,49.6,0.95
1,2025-04-28 02:14:37+05:30,233.4,0.221,51.6,300.805,49.7,0.97
1,2025-04-28 02:14:38+05:30,232.8,0.297,69.1,300.824,49.8,0.95
1,2025-04-28 02:14:39+05:30,234.0,0.435,101.8,300.853,49.9,0.9
1,2025-04-28 02:14:40+05:30,234.2,0.507,118.7,300.885,50.0,0.94
1,2025-04-28 02:14:41+05:30,233.9,0.358,83.7,300.909,49.6,0.98
1,2025-04-28 02:14:42+05:30,233.4,0.356,83.1,300.932,49.7,0.89
1,2025-04-28 02:14:43+05:30,234.0,0.305,71.4,300.952,49.8,0.95
1,2025-04-28 02:14:44+05:30,235.2,0.499,117.4,300.984,49.9,0.92
1,2025-04-28 02:14:45+05:30,233.6,0.406,94.8,301.011,49.7,0.97
1,2025-04-28 02:14:46+05:30,232.8,0.266,61.9,301.028,49.8,0.9
1,2025-04-28 02:14:47+05:30,233.2,0.428,99.8,301.056,49.9,0.94
1,2025-04-28 02:14:48+05:30,233.8,0.28,65.5,301.074,49.9,0.84
1,2025-04-28 02:14:49+05:30,232.7,0.255,59.3,301.09,50.0,0.89
1,2025-04-28 02:14:50+05:30,233.6,0.305,71.2,301.11,49.7,0.94
1,2025-04-28 02:14:51+05:30,233.7,0.264,61.7,301.127,49.6,0.94
1,2025-04-28 02:14:52+05:30,234.3,0.26,60.9,301.144,49.7,0.91
1,2025-04-28 02:14:53+05:30,234.2,0.21,49.2,301.158,49.9,0.97
1,2025-04-28 02:14:54+05:30,233.9,0.28,65.5,301.176,49.9,0.89
1,2025-04-28 02:14:55+05:30,232.4,0.297,69.0,301.195,49.6,0.91
1,2025-04-28 02:14:56+05:30,234.0,0.215,50.3,301.209,49.9,0.96
1,2025-04-28 02:14:57+05:30,233.9,0.404,94.5,301.235,49.6,0.91
1,2025-04-28 02:14:58+05:30,233.6,0.173,40.4,301.246,49.8,1.0
1,2025-04-28 02:14:59+05:30,232.6,0.312,72.6,301.267,49.9,0.93
1,2025-04-28 02:15:00+05:30,233.1,0.416,97.0,301.294,49.8,0.98
1,2025-04-28 02:15:01+05:30,232.9,0.463,107.8,301.324,49.9,0.87
1,2025-04-28 02:15:02+05:30,232.5,0.293,68.1,301.342,49.8,0.99
1,2025-04-28 02:15:03+05:30,233.5,0.451,105.3,301.372,49.8,0.9
1,2025-04-28 02:15:04+05:30,233.1,0.313,73.0,301.392,49.7,0.94
1,2025-04-28 02:15:05+05:30,234.8,0.576,135.2,301.43,50.0,0.99
1,2025-04-28 02:15:06+05:30,233.4,0.204,47.6,301.443,49.8,0.94
1,2025-04-28 02:15:07+05:30,234.1,0.249,58.3,301.459,49.8,0.89
1,2025-04-28 02:15:08+05:30,232.7,0.366,85.2,301.483,49.8,0.95
1,2025-04-28 02:15:09+05:30,233.2,0.224,52.2,301.497,49.7,0.9
1,2025-04-28 02:15:10+05:30,233.5,0.279,65.1,301.515,49.8,0.93
1,2025-04-28 02:15:11+05:30,233.0,0.395,92.0,301.541,49.7,0.96
1,2025-04-28 02:15:12+05:30,233.3,0.369,86.1,301.565,49.7,0.97
1,2025-04-28 02:15:13+05:30,233.4,0.346,80.8,301.587,49.8,0.98
1,2025-04-28 02:15:14+05:30,233.4,0.348,81.2,301.61,49.8,0.93
1,2025-04-28 02:15:15+05:30,234.4,0.104,24.4,301.616,49.7,0.86
1,2025-04-28 02:15:16+05:30,233.7,0.365,85.3,301.64,49.8,0.85
1,2025-04-28 02:15:17+05:30,233.7,0.286,66.8,301.659,49.9,0.96
1,2025-04-28 02:15:18+05:30,233.8,0.313,73.2,301.679,49.8,0.91
1,2025-04-28 02:15:19+05:30,233.8,0.191,44.7,301.691,49.7,0.93
1,2025-04-28 02:15:20+05:30,233.5,0.417,97.4,301.719,49.8,0.85
1,2025-04-28 02:15:21+05:30,233.3,0.405,94.5,301.745,49.8,0.95
1,2025-04-28 02:15:22+05:30,233.6,0.234,54.7,301.76,49.8,0.93
1,2025-04-28 02:15:23+05:30,234.1,0.368,86.1,301.784,49.9,0.91
1,2025-04-28 02:15:24+05:30,234.1,0.515,120.6,301.817,49.8,0.97
1,2025-04-28 02:15:25+05:30,233.4,0.364,85.0,301.841,49.9,0.88
1,2025-04-28 02:15:26+05:30,233.9,0.149,34.9,301.851,49.6,0.97
1,2025-04-28 02:15:27+05:30,233.4,0.293,68.4,301.87,49.8,0.85
1,2025-04-28 02:15:28+05:30,233.5,0.363,84.8,301.893,49.8,1.0
1,2025-04-28 02:15:29+05:30,233.3,0.562,131.1,301.93,49.8,0.95
1,2025-04-28 02:15:30+05:30,233.4,0.229,53.4,301.944,49.7,1.0
1,2025-04-28 02:15:31+05:30,234.2,0.335,78.5,301.966,49.6,0.87
1,2025-04-28 02:15:32+05:30,233.5,0.243,56.7,301.982,49.7,0.93
1,2025-04-28 02:15:33+05:30,233.6,0.438,102.3,302.01,49.7,1.0
1,2025-04-28 02:15:34+05:30,232.8,0.313,72.9,302.031,49.8,0.99
1,2025-04-28 02:15:35+05:30,233.3,0.077,18.0,302.036,49.9,0.98
1,2025-04-28 02:15:36+05:30,233.4,0.311,72.6,302.056,49.7,0.94
1,2025-04-28 02:15:37+05:30,233.1,0.339,79.0,302.078,49.8,0.91
1,2025-04-28 02:15:38+05:30,233.5,0.389,90.8,302.103,49.7,0.96
1,2025-04-28 02:15:39+05:30,233.3,0.368,85.9,302.127,49.9,0.95
1,2025-04-28 02:15:40+05:30,233.5,0.416,97.1,302.154,49.9,0.97
1,2025-04-28 02:15:41+05:30,233.6,0.338,79.0,302.176,49.9,1.0
1,2025-04-28 02:15:42+05:30,233.0,0.358,83.4,302.199,49.9,0.94
1,2025-04-28 02:15:43+05:30,233.3,0.351,81.9,302.222,49.6,0.93
1,2025-04-28 02:15:44+05:30,233.5,0.308,71.9,302.242,49.7,0.89
1,2025-04-28 02:15:45+05:30,234.1,0.407,95.3,302.268,49.9,0.87
1,2025-04-28 02:15:46+05:30,233.6,0.435,101.6,302.296,50.0,0.89
1,2025-04-28 02:15:47+05:30,233.2,0.346,80.7,302.319,49.9,1.0
1,2025-04-28 02:15:48+05:30,233.7,0.301,70.3,302.338,49.9,1.0
1,2025-04-28 02:15:49+05:30,234.4,0.242,56.7,302.354,49.8,0.88
1,2025-04-28 02:15:50+05:30,234.0,0.385,90.1,302.379,49.8,0.92
1,2025-04-28 02:15:51+05:30,233.8,0.25,58.4,302.395,50.0,0.97
1,2025-04-28 02:15:52+05:30,233.9,0.366,85.6,302.419,49.9,0.97
1,2025-04-28 02:15:53+05:30,234.2,0.363,85.0,302.443,49.8,1.0
1,2025-04-28 02:15:54+05:30,234.0,0.457,106.9,302.472,49.8,0.99
1,2025-04-28 02:15:55+05:30,233.8,0.489,114.3,302.504,49.8,0.93
1,2025-04-28 02:15:56+05:30,234.0,0.046,10.8,302.507,49.8,0.88
1,2025-04-28 02:15:57+05:30,233.0,0.33,76.9,302.529,49.9,1.0
1,2025-04-28 02:15:58+05:30,232.7,0.14,32.6,302.538,49.7,1.0
1,2025-04-28 02:15:59+05:30,233.6,0.466,108.9,302.568,49.7,0.96
1,2025-04-28 02:16:00+05:30,233.5,0.348,81.3,302.59,49.9,0.97
1,2025-04-28 02:16:01+05:30,233.2,0.465,108.4,302.621,49.7,0.87
1,2025-04-28 02:16:02+05:30,233.9,0.376,87.9,302.645,49.8,0.99
1,2025-04-28 02:16:03+05:30,232.6,0.215,50.0,302.659,49.8,1.0
1,2025-04-28 02:16:04+05:30,233.2,0.253,59.0,302.675,49.8,1.0
1,2025-04-28 02:16:05+05:30,233.3,0.337,78.6,302.697,49.8,0.96
1,2025-04-28 02:16:06+05:30,232.7,0.407,94.7,302.723,49.7,0.9
1,2025-04-28 02:16:07+05:30,234.2,0.356,83.4,302.747,50.0,0.88
1,2025-04-28 02:16:08+05:30,232.8,0.368,85.7,302.77,49.9,0.94
1,2025-04-28 02:16:09+05:30,233.2,0.314,73.2,302.791,49.8,0.89
1,2025-04-28 02:16:10+05:30,234.0,0.463,108.3,302.821,50.0,0.9
1,2025-04-28 02:16:11+05:30,233.8,0.365,85.3,302.844,49.7,0.88
1,2025-04-28 02:16:12+05:30,232.9,0.355,82.7,302.867,49.9,0.94
1,2025-04-28 02:16:13+05:30,233.8,0.38,88.8,302.892,49.8,0.94
1,2025-04-28 02:16:14+05:30,233.6,0.308,71.9,302.912,49.8,1.0
1,2025-04-28 02:16:15+05:30,234.7,0.315,73.9,302.933,49.8,0.97
1,2025-04-28 02:16:16+05:30,233.7,0.398,93.0,302.958,50.1,1.0
1,2025-04-28 02:16:17+05:30,233.4,0.428,99.9,302.986,49.8,0.95
1,2025-04-28 02:16:18+05:30,233.1,0.438,102.1,303.015,49.8,0.92
1,2025-04-28 02:16:19+05:30,233.1,0.33,76.9,303.036,49.7,0.95
1,2025-04-28 02:16:20+05:30,233.1,0.362,84.4,303.059,49.8,0.94
1,2025-04-28 02:16:21+05:30,234.2,0.289,67.7,303.078,49.8,1.0
1,2025-04-28 02:16:22+05:30,233.5,0.429,100.2,303.106,49.8,0.97
1,2025-04-28 02:16:23+05:30,233.8,0.256,59.9,303.123,49.9,1.0
1,2025-04-28 02:16:24+05:30,234.3,0.372,87.2,303.147,49.8,1.0
1,2025-04-28 02:16:25+05:30,232.3,0.438,101.7,303.175,49.7,0.92
1,2025-04-28 02:16:26+05:30,234.1,0.363,85.0,303.199,49.6,1.0
1,2025-04-28 02:16:27+05:30,233.5,0.38,88.7,303.223,49.9,0.82
1,2025-04-28 02:16:28+05:30,233.7,0.323,75.5,303.244,49.8,0.82
1,2025-04-28 02:16:29+05:30,233.1,0.165,38.5,303.255,49.8,0.93
1,2025-04-28 02:16:30+05:30,233.1,0.283,66.0,303.273,49.9,0.88
1,2025-04-28 02:16:31+05:30,233.7,0.354,82.7,303.296,49.7,0.95
1,2025-04-28 02:16:32+05:30,234.7,0.281,66.0,303.315,50.0,0.86
1,2025-04-28 02:16:33+05:30,234.0,0.399,93.4,303.341,49.8,0.9
1,2025-04-28 02:16:34+05:30,234.1,0.204,47.8,303.354,49.9,0.94
1,2025-04-28 02:16:35+05:30,233.4,0.156,36.4,303.364,49.9,0.96
1,2025-04-28 02:16:36+05:30,233.2,0.42,97.9,303.391,49.9,1.0
1,2025-04-28 02:16:37+05:30,233.1,0.319,74.4,303.412,49.8,0.92
1,2025-04-28 02:16:38+05:30,233.3,0.385,89.8,303.437,49.7,0.98
1,2025-04-28 02:16:39+05:30,232.5,0.298,69.3,303.456,49.9,0.94
1,2025-04-28 02:16:40+05:30,233.1,0.406,94.6,303.482,49.6,0.99
1,2025-04-28 02:16:41+05:30,233.2,0.486,113.3,303.514,49.7,0.91
1,2025-04-28 02:16:42+05:30,233.4,0.493,115.1,303.546,49.8,0.97
1,2025-04-28 02:16:43+05:30,233.6,0.285,66.6,303.564,49.8,0.9
1,2025-04-28 02:16:44+05:30,233.7,0.308,72.0,303.584,49.7,0.95
1,2025-04-28 02:16:45+05:30,233.5,0.367,85.7,303.608,49.8,0.91
1,2025-04-28 02:16:46+05:30,233.2,0.537,125.2,303.643,49.8,0.97
1,2025-04-28 02:16:47+05:30,232.5,0.235,54.6,303.658,49.8,0.97
1,2025-04-28 02:16:48+05:30,233.2,0.235,54.8,303.673,49.8,0.94
1,2025-04-28 02:16:49+05:30,233.0,0.437,101.8,303.702,49.6,0.99
1,2025-04-28 02:16:50+05:30,233.7,0.283,66.1,303.72,49.9,1.0
1,2025-04-28 02:16:51+05:30,234.0,0.416,97.3,303.747,50.0,0.91
1,2025-04-28 02:16:52+05:30,234.0,0.291,68.1,303.766,49.8,0.96
1,2025-04-28 02:16:53+05:30,233.9,0.385,90.1,303.791,49.8,1.0
1,2025-04-28 02:16:54+05:30,233.4,0.299,69.8,303.81,49.8,0.9
1,2025-04-28 02:16:55+05:30,233.2,0.25,58.3,303.826,49.9,0.95
1,2025-04-28 02:16:56+05:30,233.1,0.365,85.1,303.85,49.9,0.97
1,2025-04-28 02:16:57+05:30,232.7,0.229,53.3,303.865,49.7,0.87
1,2025-04-28 02:16:58+05:30,234.0,0.396,92.7,303.891,49.8,1.0
1,2025-04-28 02:16:59+05:30,233.4,0.327,76.3,303.912,49.7,0.91
1,2025-04-28 02:17:00+05:30,232.9,0.214,49.8,303.926,49.9,0.92
1,2025-04-28 02:17:01+05:30,233.1,0.38,88.6,303.95,49.8,0.94
1,2025-04-28 02:17:02+05:30,233.1,0.378,88.1,303.975,49.8,0.9
1,2025-04-28 02:17:03+05:30,233.5,0.115,26.9,303.982,49.9,0.97
1,2025-04-28 02:17:04+05:30,234.0,0.345,80.7,304.005,49.8,1.0
1,2025-04-28 02:17:05+05:30,233.3,0.351,81.9,304.027,49.7,0.98
1,2025-04-28 02:17:06+05:30,232.4,0.359,83.4,304.051,49.6,0.97
1,2025-04-28 02:17:07+05:30,233.4,0.168,39.2,304.061,49.9,0.99
1,2025-04-28 02:17:08+05:30,233.4,0.385,89.9,304.086,49.8,0.92
1,2025-04-28 02:17:09+05:30,233.4,0.401,93.6,304.112,49.8,0.92
1,2025-04-28 02:17:10+05:30,233.2,0.256,59.7,304.129,50.0,1.0
1,2025-04-28 02:17:11+05:30,233.6,0.21,49.1,304.143,49.9,0.99
1,2025-04-28 02:17:12+05:30,233.5,0.252,58.8,304.159,49.7,0.88
1,2025-04-28 02:17:13+05:30,233.5,0.363,84.8,304.183,50.0,1.0
1,2025-04-28 02:17:14+05:30,233.7,0.226,52.8,304.197,49.8,1.0
1,2025-04-28 02:17:15+05:30,233.3,0.215,50.2,304.211,49.8,0.98
1,2025-04-28 02:17:16+05:30,233.3,0.56,130.6,304.247,49.8,1.0
1,2025-04-28 02:17:17+05:30,234.2,0.349,81.7,304.27,49.8,1.0
1,2025-04-28 02:17:18+05:30,233.8,0.319,74.6,304.291,49.8,0.95
1,2025-04-28 02:17:19+05:30,233.9,0.283,66.2,304.309,50.0,1.0
1,2025-04-28 02:17:20+05:30,234.1,0.308,72.1,304.329,49.8,1.0
1,2025-04-28 02:17:21+05:30,233.8,0.53,123.9,304.364,49.8,0.92
1,2025-04-28 02:17:22+05:30,234.0,0.432,101.1,304.392,49.7,0.94
1,2025-04-28 02:17:23+05:30,232.7,0.589,137.1,304.43,49.8,0.89
1,2025-04-28 02:17:24+05:30,233.6,0.389,90.9,304.455,49.6,0.94
1,2025-04-28 02:17:25+05:30,233.4,0.254,59.3,304.472,49.7,1.0
1,2025-04-28 02:17:26+05:30,234.3,0.377,88.3,304.496,49.8,0.9
1,2025-04-28 02:17:27+05:30,234.0,0.405,94.8,304.522,49.8,1.0
1,2025-04-28 02:17:28+05:30,233.2,0.411,95.8,304.549,49.8,1.0
1,2025-04-28 02:17:29+05:30,233.7,0.306,71.5,304.569,49.8,0.85
1,2025-04-28 02:17:30+05:30,233.6,0.53,123.8,304.603,49.7,0.92
1,2025-04-28 02:17:31+05:30,233.7,0.223,52.1,304.618,49.5,1.0
1,2025-04-28 02:17:32+05:30,233.0,0.384,89.5,304.643,49.8,0.98
1,2025-04-28 02:17:33+05:30,233.7,0.321,75.0,304.663,49.6,0.9
1,2025-04-28 02:17:34+05:30,233.4,0.272,63.5,304.681,49.7,0.93
1,2025-04-28 02:17:35+05:30,233.6,0.375,87.6,304.705,49.8,0.97
1,2025-04-28 02:17:36+05:30,233.1,0.476,111.0,304.736,49.8,1.0
1,2025-04-28 02:17:37+05:30,233.2,0.39,90.9,304.761,49.9,1.0
1,2025-04-28 02:17:38+05:30,234.1,0.377,88.3,304.786,49.7,0.94
1,2025-04-28 02:17:39+05:30,233.0,0.148,34.5,304.796,49.8,0.99
1,2025-04-28 02:17:40+05:30,233.0,0.442,103.0,304.824,49.8,0.94
1,2025-04-28 02:17:41+05:30,233.5,0.309,72.2,304.844,49.8,0.96
1,2025-04-28 02:17:42+05:30,233.1,0.403,93.9,304.87,49.8,0.99
1,2025-04-28 02:17:43+05:30,233.1,0.442,103.0,304.899,49.7,0.91
1,2025-04-28 02:17:44+05:30,233.6,0.369,86.2,304.923,49.7,0.98
1,2025-04-28 02:17:45+05:30,232.7,0.15,34.9,304.933,49.8,0.88
1,2025-04-28 02:17:46+05:30,233.0,0.492,114.6,304.964,49.9,0.98
1,2025-04-28 02:17:47+05:30,234.5,0.531,124.5,304.999,49.8,1.0
1,2025-04-28 02:17:48+05:30,233.7,0.431,100.7,305.027,49.8,0.95
1,2025-04-28 02:17:49+05:30,233.1,0.277,64.6,305.045,50.0,0.88
1,2025-04-28 02:17:50+05:30,233.7,0.473,110.5,305.076,49.9,0.89
1,2025-04-28 02:17:51+05:30,233.8,0.322,75.3,305.097,49.8,0.99
1,2025-04-28 02:17:52+05:30,234.0,0.343,80.3,305.119,50.0,0.85
1,2025-04-28 02:17:53+05:30,233.4,0.47,109.7,305.149,49.9,0.92
1,2025-04-28 02:17:54+05:30,234.0,0.415,97.1,305.176,50.0,0.96
1,2025-04-28 02:17:55+05:30,232.5,0.115,26.7,305.184,49.9,1.0
1,2025-04-28 02:17:56+05:30,233.0,0.371,86.4,305.208,49.7,1.0
1,2025-04-28 02:17:57+05:30,233.6,0.469,109.6,305.238,49.9,0.95
1,2025-04-28 02:17:58+05:30,233.7,0.214,50.0,305.252,49.8,0.9
1,2025-04-28 02:17:59+05:30,233.0,0.448,104.4,305.281,49.9,1.0
1,2025-04-28 02:18:00+05:30,233.6,0.183,42.7,305.293,49.7,0.94
1,2025-04-28 02:18:01+05:30,233.2,0.329,76.7,305.314,49.8,0.96
