device_id,timestamp,voltage,current,power,energy,frequency,power_factor
3,2025-04-28T11:08:55+05:30,230.8,0.754,154.9,364.856,49.9,0.89
2,2025-04-28T11:08:56+05:30,229.3,1.357,264.5,760.289,50.1,0.85
1,2025-04-28T11:08:57+05:30,228.0,0.349,78.0,168.171,49.8,0.98
5,2025-04-28T11:08:58+05:30,228.9,0.6,122.2,317.257,50.0,0.89
4,2025-04-28T11:08:59+05:30,228.6,0.407,90.2,218.519,49.9,0.97
1,2025-04-28T11:09:00+05:30,229.0,0.33,74.1,168.192,50.0,0.98
3,2025-04-28T11:09:01+05:30,229.5,0.592,123.6,364.89,50.2,0.91
1,2025-04-28T11:09:02+05:30,231.5,0.295,66.2,168.21,49.8,0.97
3,2025-04-28T11:09:03+05:30,233.2,0.565,114.6,364.922,50.0,0.87
2,2025-04-28T11:09:04+05:30,228.0,1.434,284.4,760.368,50.2,0.87
1,2025-04-28T11:09:05+05:30,228.1,0.292,65.9,168.228,49.9,0.99
4,2025-04-28T11:09:06+05:30,227.7,0.447,99.7,218.547,50.3,0.98
1,2025-04-28T11:09:07+05:30,229.4,0.342,76.9,168.249,49.9,0.98
5,2025-04-28T11:09:08+05:30,229.9,0.377,81.5,317.28,49.9,0.94
2,2025-04-28T11:09:09+05:30,228.3,1.789,367.6,760.47,50.1,0.9
1,2025-04-28T11:09:10+05:30,230.2,0.275,63.3,168.267,50.0,1.0
5,2025-04-28T11:09:11+05:30,231.9,0.457,103.9,317.309,49.9,0.98
1,2025-04-28T11:09:12+05:30,226.7,0.372,81.0,168.29,49.8,0.96
2,2025-04-28T11:09:13+05:30,229.5,1.49,280.4,760.548,50.0,0.82
3,2025-04-28T11:09:14+05:30,226.2,0.839,168.9,364.969,50.1,0.89
3,2025-04-28T11:09:15+05:30,228.1,0.654,135.8,365.007,50.2,0.91
2,2025-04-28T11:09:16+05:30,232.4,1.709,345.5,760.644,49.9,0.87
1,2025-04-28T11:09:17+05:30,230.6,0.354,79.2,168.312,50.0,0.97
4,2025-04-28T11:09:18+05:30,230.1,0.414,86.7,218.571,49.9,0.91
2,2025-04-28T11:09:19+05:30,231.2,0.758,164.7,760.69,49.9,0.94
5,2025-04-28T11:09:20+05:30,232.5,0.471,100.7,317.337,50.0,0.92
4,2025-04-28T11:09:21+05:30,228.7,0.411,88.4,218.596,50.0,0.94
1,2025-04-28T11:09:22+05:30,230.3,0.285,63.0,168.33,49.9,0.96
4,2025-04-28T11:09:23+05:30,232.5,0.41,90.6,218.621,50.0,0.95
4,2025-04-28T11:09:24+05:30,230.7,0.433,95.9,218.648,50.0,0.96
1,2025-04-28T11:09:25+05:30,227.5,0.287,64.6,168.348,50.1,0.99
4,2025-04-28T11:09:26+05:30,227.9,0.464,101.5,218.676,49.9,0.96
4,2025-04-28T11:09:27+05:30,232.3,0.346,73.9,218.697,49.9,0.92
4,2025-04-28T11:09:28+05:30,230.9,0.377,78.3,218.719,50.0,0.9
2,2025-04-28T11:09:29+05:30,230.0,1.879,380.3,760.796,50.0,0.88
3,2025-04-28T11:09:30+05:30,229.4,0.772,155.8,365.05,50.1,0.88
5,2025-04-28T11:09:31+05:30,230.2,0.406,88.8,317.362,49.9,0.95
1,2025-04-28T11:09:32+05:30,228.2,0.287,64.8,168.366,50.2,0.99
1,2025-04-28T11:09:33+05:30,229.5,0.353,78.6,168.388,49.8,0.97
4,2025-04-28T11:09:34+05:30,232.4,0.384,87.5,218.743,50.1,0.98
5,2025-04-28T11:09:35+05:30,232.0,0.563,118.9,317.395,50.0,0.91
1,2025-04-28T11:09:36+05:30,226.1,0.322,72.1,168.408,50.0,0.99
4,2025-04-28T11:09:37+05:30,229.3,0.476,99.3,218.771,50.0,0.91
2,2025-04-28T11:09:38+05:30,229.0,1.811,381.5,760.902,49.9,0.92
2,2025-04-28T11:09:39+05:30,232.4,1.028,215.0,760.962,49.9,0.9
5,2025-04-28T11:09:40+05:30,229.7,0.688,147.0,317.436,49.8,0.93
1,2025-04-28T11:09:41+05:30,227.2,0.321,70.7,168.428,49.9,0.97
1,2025-04-28T11:09:42+05:30,233.8,0.307,71.8,168.448,50.0,1.0
3,2025-04-28T11:09:43+05:30,229.9,0.613,122.6,365.084,50.0,0.87
1,2025-04-28T11:09:44+05:30,231.9,0.348,78.3,168.47,50.1,0.97
2,2025-04-28T11:09:45+05:30,232.7,1.634,304.2,761.047,50.0,0.8
5,2025-04-28T11:09:46+05:30,230.8,0.424,87.1,317.46,50.0,0.89
3,2025-04-28T11:09:47+05:30,228.5,0.787,156.5,365.127,49.9,0.87
4,2025-04-28T11:09:48+05:30,231.1,0.378,82.1,218.794,50.0,0.94
1,2025-04-28T11:09:49+05:30,226.5,0.342,75.1,168.491,50.0,0.97
5,2025-04-28T11:09:50+05:30,231.3,0.782,171.8,317.508,49.9,0.95
3,2025-04-28T11:09:51+05:30,228.3,0.616,126.6,365.162,50.1,0.9
2,2025-04-28T11:09:52+05:30,228.9,1.738,354.1,761.145,49.9,0.89
2,2025-04-28T11:09:53+05:30,230.2,0.976,182.0,761.196,50.3,0.81
3,2025-04-28T11:09:54+05:30,229.5,0.709,139.9,365.201,49.9,0.86
2,2025-04-28T11:09:55+05:30,227.1,1.443,272.0,761.272,49.8,0.83
1,2025-04-28T11:09:56+05:30,230.0,0.267,58.3,168.507,50.2,0.95
2,2025-04-28T11:09:57+05:30,227.9,1.472,275.1,761.348,50.0,0.82
3,2025-04-28T11:09:58+05:30,230.0,0.781,156.3,365.244,50.1,0.87
4,2025-04-28T11:09:59+05:30,230.6,0.337,69.9,218.813,50.1,0.9
4,2025-04-28T11:10:00+05:30,231.3,0.341,73.4,218.833,50.2,0.93
1,2025-04-28T11:10:01+05:30,228.8,0.234,53.0,168.522,50.0,0.99
5,2025-04-28T11:10:02+05:30,232.3,0.683,150.7,317.55,50.1,0.95
1,2025-04-28T11:10:03+05:30,231.0,0.247,54.8,168.537,49.9,0.96
2,2025-04-28T11:10:04+05:30,228.6,1.585,304.4,761.433,50.0,0.84
3,2025-04-28T11:10:05+05:30,231.7,0.816,168.3,365.291,49.8,0.89
1,2025-04-28T11:10:06+05:30,229.5,0.279,62.7,168.554,50.1,0.98
2,2025-04-28T11:10:07+05:30,228.5,1.377,258.0,761.505,49.8,0.82
3,2025-04-28T11:10:08+05:30,231.9,0.795,162.2,365.336,50.0,0.88
4,2025-04-28T11:10:09+05:30,230.3,0.406,87.9,218.857,50.0,0.94
3,2025-04-28T11:10:10+05:30,227.2,0.735,157.0,365.38,50.0,0.94
2,2025-04-28T11:10:11+05:30,230.8,1.618,354.8,761.604,49.9,0.95
5,2025-04-28T11:10:12+05:30,229.5,0.767,153.1,317.593,50.0,0.87
5,2025-04-28T11:10:13+05:30,230.2,0.393,78.7,317.615,49.9,0.87
4,2025-04-28T11:10:14+05:30,231.1,0.371,79.7,218.879,50.0,0.93
5,2025-04-28T11:10:15+05:30,229.1,0.914,186.4,317.667,50.2,0.89
5,2025-04-28T11:10:16+05:30,234.2,0.561,128.8,317.703,50.0,0.98
5,2025-04-28T11:10:17+05:30,230.7,0.426,93.4,317.729,50.0,0.95
1,2025-04-28T11:10:18+05:30,229.2,0.344,77.3,168.575,50.1,0.98
4,2025-04-28T11:10:19+05:30,232.1,0.39,82.4,218.902,49.9,0.91
2,2025-04-28T11:10:20+05:30,230.2,1.261,267.1,761.678,50.0,0.92
3,2025-04-28T11:10:21+05:30,231.2,0.705,148.3,365.421,49.9,0.91
4,2025-04-28T11:10:22+05:30,228.4,0.427,92.7,218.928,49.9,0.95
4,2025-04-28T11:10:23+05:30,231.2,0.458,98.5,218.955,50.0,0.93
2,2025-04-28T11:10:24+05:30,230.8,1.656,321.1,761.767,50.1,0.84
5,2025-04-28T11:10:25+05:30,231.1,0.587,124.8,317.764,50.1,0.92
3,2025-04-28T11:10:26+05:30,229.2,0.819,172.7,365.469,50.1,0.92
1,2025-04-28T11:10:27+05:30,233.0,0.245,54.8,168.59,50.1,0.96
3,2025-04-28T11:10:28+05:30,228.5,0.771,153.3,365.512,50.0,0.87
3,2025-04-28T11:10:29+05:30,229.4,0.622,132.7,365.549,50.1,0.93
2,2025-04-28T11:10:30+05:30,229.2,1.585,305.2,761.852,50.0,0.84
1,2025-04-28T11:10:31+05:30,231.6,0.298,67.6,168.609,49.7,0.98
1,2025-04-28T11:10:32+05:30,232.3,0.282,62.9,168.626,50.0,0.96
2,2025-04-28T11:10:33+05:30,229.8,1.483,289.7,761.932,50.0,0.85
5,2025-04-28T11:10:34+05:30,231.6,1.041,229.0,317.828,50.2,0.95
1,2025-04-28T11:10:35+05:30,230.1,0.335,74.0,168.647,50.1,0.96
5,2025-04-28T11:10:36+05:30,227.4,0.706,147.7,317.869,50.0,0.92
2,2025-04-28T11:10:37+05:30,230.3,1.99,417.1,762.048,49.9,0.91
3,2025-04-28T11:10:38+05:30,224.8,0.814,155.5,365.592,50.1,0.85
1,2025-04-28T11:10:39+05:30,229.1,0.385,88.2,168.671,50.0,1.0
2,2025-04-28T11:10:40+05:30,232.5,1.51,308.9,762.134,50.0,0.88
5,2025-04-28T11:10:41+05:30,230.9,0.581,124.8,317.904,50.1,0.93
5,2025-04-28T11:10:42+05:30,234.3,0.941,198.4,317.959,49.8,0.9
3,2025-04-28T11:10:43+05:30,229.3,0.797,157.2,365.636,50.0,0.86
5,2025-04-28T11:10:44+05:30,233.0,0.143,29.0,317.967,50.1,0.87
3,2025-04-28T11:10:45+05:30,232.4,0.837,173.1,365.684,50.1,0.89
3,2025-04-28T11:10:46+05:30,229.9,0.763,164.9,365.73,49.9,0.94
1,2025-04-28T11:10:47+05:30,230.3,0.334,74.6,168.692,49.9,0.97
3,2025-04-28T11:10:48+05:30,230.4,0.733,157.1,365.774,50.0,0.93
4,2025-04-28T11:10:49+05:30,227.8,0.466,98.7,218.982,50.1,0.93
4,2025-04-28T11:10:50+05:30,230.4,0.447,99.9,219.01,50.1,0.97
2,2025-04-28T11:10:51+05:30,232.0,1.48,309.0,762.22,50.2,0.9
4,2025-04-28T11:10:52+05:30,234.2,0.427,91.0,219.035,49.9,0.91
3,2025-04-28T11:10:53+05:30,228.1,0.632,129.7,365.81,49.8,0.9
5,2025-04-28T11:10:54+05:30,228.8,0.672,136.8,318.005,50.2,0.89
2,2025-04-28T11:10:55+05:30,229.1,1.746,332.0,762.312,50.0,0.83
5,2025-04-28T11:10:56+05:30,231.2,0.507,103.2,318.034,49.9,0.88
4,2025-04-28T11:10:57+05:30,229.8,0.334,73.7,219.055,49.9,0.96
1,2025-04-28T11:10:58+05:30,228.0,0.212,47.9,168.705,50.0,0.99
1,2025-04-28T11:10:59+05:30,230.0,0.245,55.8,168.721,49.9,0.99
4,2025-04-28T11:11:00+05:30,227.7,0.384,83.1,219.078,49.8,0.95
5,2025-04-28T11:11:01+05:30,232.6,0.929,203.1,318.09,50.1,0.94
3,2025-04-28T11:11:02+05:30,229.9,0.712,152.2,365.852,49.8,0.93
2,2025-04-28T11:11:03+05:30,230.8,1.587,296.7,762.394,49.9,0.81
2,2025-04-28T11:11:04+05:30,232.6,1.355,283.7,762.473,50.0,0.9
1,2025-04-28T11:11:05+05:30,229.4,0.394,86.8,168.745,50.0,0.96
5,2025-04-28T11:11:06+05:30,230.5,0.65,146.8,318.131,49.9,0.98
1,2025-04-28T11:11:07+05:30,230.1,0.319,71.2,168.765,50.0,0.97
5,2025-04-28T11:11:08+05:30,229.7,0.236,47.7,318.144,50.1,0.88
1,2025-04-28T11:11:09+05:30,232.5,0.279,64.2,168.783,50.0,0.99
3,2025-04-28T11:11:10+05:30,227.4,0.794,162.5,365.897,50.0,0.9
2,2025-04-28T11:11:11+05:30,228.9,1.408,293.3,762.554,50.0,0.91
5,2025-04-28T11:11:12+05:30,231.6,0.464,98.9,318.171,49.9,0.92
2,2025-04-28T11:11:13+05:30,227.9,1.761,321.1,762.643,50.1,0.8
1,2025-04-28T11:11:14+05:30,228.5,0.307,66.6,168.801,50.1,0.95
4,2025-04-28T11:11:15+05:30,227.1,0.411,87.7,219.102,50.1,0.94
4,2025-04-28T11:11:16+05:30,230.7,0.518,107.6,219.132,50.0,0.9
3,2025-04-28T11:11:17+05:30,230.0,0.685,138.6,365.935,50.0,0.88
2,2025-04-28T11:11:18+05:30,231.8,1.732,377.4,762.748,49.9,0.94
1,2025-04-28T11:11:19+05:30,229.0,0.305,67.7,168.82,50.0,0.97
2,2025-04-28T11:11:20+05:30,229.6,1.473,277.3,762.825,50.1,0.82
2,2025-04-28T11:11:21+05:30,229.4,1.446,275.3,762.901,49.9,0.83
2,2025-04-28T11:11:22+05:30,230.5,1.666,337.9,762.995,49.9,0.88
5,2025-04-28T11:11:23+05:30,230.5,0.607,120.3,318.204,50.3,0.86
3,2025-04-28T11:11:24+05:30,227.8,0.829,164.3,365.981,50.0,0.87
2,2025-04-28T11:11:25+05:30,228.2,1.403,272.1,763.071,49.9,0.85
3,2025-04-28T11:11:26+05:30,229.8,0.769,160.8,366.026,50.1,0.91
2,2025-04-28T11:11:27+05:30,227.3,1.369,255.2,763.142,50.0,0.82
4,2025-04-28T11:11:28+05:30,229.7,0.367,82.6,219.155,50.1,0.98
5,2025-04-28T11:11:29+05:30,231.3,0.446,95.9,318.231,49.9,0.93
4,2025-04-28T11:11:30+05:30,230.1,0.42,88.9,219.18,49.9,0.92
4,2025-04-28T11:11:31+05:30,228.7,0.34,70.0,219.199,50.0,0.9
3,2025-04-28T11:11:32+05:30,229.4,0.713,150.5,366.068,50.1,0.92
3,2025-04-28T11:11:33+05:30,232.7,0.881,180.4,366.118,50.0,0.88
5,2025-04-28T11:11:34+05:30,233.5,0.523,118.5,318.264,50.1,0.97
5,2025-04-28T11:11:35+05:30,232.2,0.689,142.4,318.304,49.9,0.89
4,2025-04-28T11:11:36+05:30,232.5,0.356,77.0,219.22,50.1,0.93
1,2025-04-28T11:11:37+05:30,227.8,0.232,52.3,168.835,49.9,0.99
1,2025-04-28T11:11:38+05:30,232.7,0.295,66.6,168.853,50.0,0.97
3,2025-04-28T11:11:39+05:30,229.6,0.721,154.0,366.161,50.1,0.93
4,2025-04-28T11:11:40+05:30,230.9,0.453,100.4,219.248,50.0,0.96
3,2025-04-28T11:11:41+05:30,229.0,0.606,127.7,366.196,50.2,0.92
2,2025-04-28T11:11:42+05:30,227.5,1.232,263.5,763.215,49.8,0.94
3,2025-04-28T11:11:43+05:30,230.3,0.624,135.1,366.234,50.0,0.94
4,2025-04-28T11:11:44+05:30,233.0,0.345,74.8,219.269,49.9,0.93
3,2025-04-28T11:11:45+05:30,234.6,0.707,144.3,366.274,49.8,0.87
2,2025-04-28T11:11:46+05:30,231.3,1.546,329.0,763.306,50.0,0.92
4,2025-04-28T11:11:47+05:30,230.3,0.411,89.0,219.294,49.8,0.94
3,2025-04-28T11:11:48+05:30,227.1,0.762,155.7,366.317,50.1,0.9
5,2025-04-28T11:11:49+05:30,228.6,0.482,105.8,318.333,50.1,0.96
5,2025-04-28T11:11:50+05:30,231.1,0.927,207.8,318.391,49.9,0.97
1,2025-04-28T11:11:51+05:30,230.4,0.277,61.3,168.87,50.0,0.96
4,2025-04-28T11:11:52+05:30,226.9,0.448,95.6,219.321,50.1,0.94
1,2025-04-28T11:11:53+05:30,226.5,0.32,71.0,168.89,50.1,0.98
4,2025-04-28T11:11:54+05:30,226.3,0.331,69.7,219.34,50.0,0.93
3,2025-04-28T11:11:55+05:30,232.0,0.603,127.3,366.352,50.1,0.91
1,2025-04-28T11:11:56+05:30,226.7,0.325,72.9,168.91,50.2,0.99
1,2025-04-28T11:11:57+05:30,229.5,0.288,66.1,168.928,50.1,1.0
2,2025-04-28T11:11:58+05:30,228.6,1.878,364.9,763.407,49.9,0.85
4,2025-04-28T11:11:59+05:30,228.4,0.48,106.3,219.37,49.9,0.97
2,2025-04-28T11:12:00+05:30,230.2,1.408,262.5,763.48,50.1,0.81
1,2025-04-28T11:12:01+05:30,228.5,0.349,77.4,168.95,50.1,0.97
1,2025-04-28T11:12:02+05:30,229.6,0.351,77.4,168.971,49.9,0.96
3,2025-04-28T11:12:03+05:30,231.5,0.708,152.4,366.394,49.9,0.93
5,2025-04-28T11:12:04+05:30,229.1,0.645,137.4,318.429,50.0,0.93
1,2025-04-28T11:12:05+05:30,229.1,0.232,51.0,168.985,50.0,0.96
1,2025-04-28T11:12:06+05:30,231.7,0.374,85.8,169.009,50.1,0.99
2,2025-04-28T11:12:07+05:30,231.5,1.281,263.9,763.553,49.9,0.89
4,2025-04-28T11:12:08+05:30,229.5,0.321,70.0,219.389,50.0,0.95
2,2025-04-28T11:12:09+05:30,229.3,1.805,380.8,763.659,49.9,0.92
2,2025-04-28T11:12:10+05:30,226.0,1.473,283.0,763.738,49.9,0.85
5,2025-04-28T11:12:11+05:30,229.3,0.655,148.7,318.47,50.0,0.99
4,2025-04-28T11:12:12+05:30,232.4,0.402,88.8,219.414,50.0,0.95
1,2025-04-28T11:12:13+05:30,231.0,0.392,86.9,169.033,50.1,0.96
3,2025-04-28T11:12:14+05:30,231.6,0.601,123.9,366.428,50.0,0.89
4,2025-04-28T11:12:15+05:30,231.2,0.323,68.7,219.433,50.3,0.92
4,2025-04-28T11:12:16+05:30,232.9,0.358,78.4,219.455,50.1,0.94
3,2025-04-28T11:12:17+05:30,233.4,0.643,138.1,366.466,50.0,0.92
3,2025-04-28T11:12:18+05:30,231.1,0.429,86.3,366.49,49.9,0.87
4,2025-04-28T11:12:19+05:30,233.1,0.384,83.2,219.478,49.9,0.93
3,2025-04-28T11:12:20+05:30,231.8,0.558,117.7,366.523,50.2,0.91
3,2025-04-28T11:12:21+05:30,228.4,0.525,101.9,366.551,50.0,0.85
4,2025-04-28T11:12:22+05:30,228.4,0.517,108.6,219.508,49.9,0.92
3,2025-04-28T11:12:23+05:30,230.0,0.757,153.2,366.594,50.1,0.88
3,2025-04-28T11:12:24+05:30,230.6,0.458,96.1,366.621,50.0,0.91
5,2025-04-28T11:12:25+05:30,230.4,0.274,56.8,318.486,50.0,0.9
1,2025-04-28T11:12:26+05:30,231.1,0.262,60.5,169.05,50.0,1.0
5,2025-04-28T11:12:27+05:30,233.2,0.463,92.9,318.512,50.0,0.86
1,2025-04-28T11:12:28+05:30,231.1,0.262,59.3,169.066,50.0,0.98
5,2025-04-28T11:12:29+05:30,230.8,1.1,223.4,318.574,50.0,0.88
1,2025-04-28T11:12:30+05:30,231.0,0.34,77.0,169.087,49.9,0.98
3,2025-04-28T11:12:31+05:30,233.3,0.637,136.7,366.659,50.1,0.92
4,2025-04-28T11:12:32+05:30,231.2,0.436,98.8,219.535,49.8,0.98
1,2025-04-28T11:12:33+05:30,230.6,0.313,69.3,169.106,49.8,0.96
2,2025-04-28T11:12:34+05:30,229.6,1.919,370.1,763.841,50.0,0.84
5,2025-04-28T11:12:35+05:30,227.5,0.861,180.2,318.624,50.0,0.92
5,2025-04-28T11:12:36+05:30,230.3,0.549,117.6,318.657,49.9,0.93
5,2025-04-28T11:12:37+05:30,231.2,0.726,146.0,318.698,49.9,0.87
4,2025-04-28T11:12:38+05:30,229.1,0.423,94.0,219.561,49.8,0.97
1,2025-04-28T11:12:39+05:30,231.1,0.327,71.8,169.126,49.9,0.95
2,2025-04-28T11:12:40+05:30,229.2,1.442,297.5,763.924,50.0,0.9
5,2025-04-28T11:12:41+05:30,224.9,0.847,184.8,318.749,49.9,0.97
3,2025-04-28T11:12:42+05:30,228.7,0.796,158.4,366.703,50.1,0.87
4,2025-04-28T11:12:43+05:30,227.9,0.427,94.4,219.587,49.9,0.97
3,2025-04-28T11:12:44+05:30,229.3,0.822,173.4,366.751,50.1,0.92
2,2025-04-28T11:12:45+05:30,231.5,1.381,281.3,764.002,49.9,0.88
3,2025-04-28T11:12:46+05:30,229.9,0.743,160.6,366.796,50.0,0.94
5,2025-04-28T11:12:47+05:30,229.8,0.827,178.6,318.799,50.0,0.94
1,2025-04-28T11:12:48+05:30,229.0,0.319,70.1,169.145,50.0,0.96
2,2025-04-28T11:12:49+05:30,228.3,1.836,335.3,764.095,50.0,0.8
5,2025-04-28T11:12:50+05:30,232.5,0.576,113.8,318.831,50.0,0.85
2,2025-04-28T11:12:51+05:30,228.7,1.05,225.7,764.158,50.0,0.94
2,2025-04-28T11:12:52+05:30,231.1,1.469,281.8,764.236,50.0,0.83
5,2025-04-28T11:12:53+05:30,227.3,0.749,151.5,318.873,50.2,0.89
3,2025-04-28T11:12:54+05:30,225.9,0.836,168.1,366.843,49.9,0.89
2,2025-04-28T11:12:55+05:30,233.5,2.021,438.9,764.358,50.1,0.93
2,2025-04-28T11:12:56+05:30,228.8,1.428,307.1,764.443,49.9,0.94
4,2025-04-28T11:12:57+05:30,228.0,0.395,88.3,219.612,50.1,0.98
1,2025-04-28T11:12:58+05:30,226.8,0.241,53.0,169.16,49.9,0.97
3,2025-04-28T11:12:59+05:30,226.1,0.658,130.9,366.879,50.0,0.88
1,2025-04-28T11:13:00+05:30,230.1,0.35,78.9,169.182,50.0,0.98
3,2025-04-28T11:13:01+05:30,234.0,0.805,175.2,366.928,49.9,0.93
3,2025-04-28T11:13:02+05:30,229.5,0.605,129.1,366.964,49.9,0.93
1,2025-04-28T11:13:03+05:30,224.0,0.338,72.7,169.202,50.0,0.96
1,2025-04-28T11:13:04+05:30,230.6,0.165,37.7,169.212,50.1,0.99
4,2025-04-28T11:13:05+05:30,229.5,0.367,77.5,219.634,50.1,0.92
4,2025-04-28T11:13:06+05:30,231.8,0.387,87.9,219.658,49.9,0.98
4,2025-04-28T11:13:07+05:30,231.0,0.414,92.8,219.684,49.9,0.97
1,2025-04-28T11:13:08+05:30,230.1,0.279,61.6,169.229,50.1,0.96
5,2025-04-28T11:13:09+05:30,229.0,0.491,104.6,318.902,50.0,0.93
4,2025-04-28T11:13:10+05:30,230.0,0.471,100.7,219.712,50.1,0.93
5,2025-04-28T11:13:11+05:30,229.3,0.605,124.9,318.937,50.0,0.9
1,2025-04-28T11:13:12+05:30,230.3,0.395,87.3,169.253,50.0,0.96
1,2025-04-28T11:13:13+05:30,227.2,0.359,79.9,169.275,50.2,0.98
4,2025-04-28T11:13:14+05:30,232.8,0.396,90.3,219.737,49.9,0.98
1,2025-04-28T11:13:15+05:30,229.0,0.27,58.7,169.291,50.0,0.95
4,2025-04-28T11:13:16+05:30,227.7,0.362,77.5,219.759,50.0,0.94
2,2025-04-28T11:13:17+05:30,229.2,1.723,315.9,764.531,50.1,0.8
4,2025-04-28T11:13:18+05:30,235.8,0.405,86.9,219.783,50.1,0.91
4,2025-04-28T11:13:19+05:30,225.7,0.456,100.9,219.811,49.9,0.98
2,2025-04-28T11:13:20+05:30,229.5,1.482,302.7,764.615,50.0,0.89
2,2025-04-28T11:13:21+05:30,227.1,1.163,237.7,764.681,49.9,0.9
3,2025-04-28T11:13:22+05:30,230.9,0.599,120.3,366.997,50.1,0.87
3,2025-04-28T11:13:23+05:30,226.8,0.645,128.7,367.033,50.0,0.88
3,2025-04-28T11:13:24+05:30,232.2,0.753,150.4,367.075,50.0,0.86
2,2025-04-28T11:13:25+05:30,231.0,1.703,338.3,764.775,49.9,0.86
5,2025-04-28T11:13:26+05:30,230.1,0.457,94.6,318.963,50.0,0.9
3,2025-04-28T11:13:27+05:30,231.6,0.624,131.5,367.112,50.0,0.91
2,2025-04-28T11:13:28+05:30,226.5,1.457,264.0,764.848,50.0,0.8
5,2025-04-28T11:13:29+05:30,230.1,0.491,101.7,318.991,49.9,0.9
5,2025-04-28T11:13:30+05:30,231.4,0.355,74.8,319.012,50.0,0.91
4,2025-04-28T11:13:31+05:30,229.1,0.409,90.9,219.836,50.0,0.97
5,2025-04-28T11:13:32+05:30,229.9,0.47,105.9,319.041,50.1,0.98
4,2025-04-28T11:13:33+05:30,229.7,0.381,80.5,219.858,49.9,0.92
1,2025-04-28T11:13:34+05:30,232.1,0.28,65.0,169.309,49.9,1.0
2,2025-04-28T11:13:35+05:30,230.3,1.199,223.7,764.91,49.9,0.81
5,2025-04-28T11:13:36+05:30,232.2,0.637,142.0,319.08,50.1,0.96
4,2025-04-28T11:13:37+05:30,230.3,0.443,94.9,219.884,49.9,0.93
1,2025-04-28T11:13:38+05:30,229.4,0.362,78.9,169.331,50.0,0.95
5,2025-04-28T11:13:39+05:30,228.2,0.537,105.4,319.109,50.0,0.86
3,2025-04-28T11:13:40+05:30,229.1,0.722,145.6,367.152,50.0,0.88
4,2025-04-28T11:13:41+05:30,230.6,0.46,104.0,219.913,50.1,0.98
5,2025-04-28T11:13:42+05:30,226.7,0.251,51.2,319.123,49.9,0.9
4,2025-04-28T11:13:43+05:30,230.6,0.358,77.6,219.935,50.1,0.94
2,2025-04-28T11:13:44+05:30,228.5,1.753,372.5,765.013,49.9,0.93
2,2025-04-28T11:13:45+05:30,228.7,1.174,225.5,765.076,50.2,0.84
5,2025-04-28T11:13:46+05:30,231.7,0.478,95.2,319.149,49.9,0.86
4,2025-04-28T11:13:47+05:30,230.3,0.462,97.9,219.962,50.0,0.92
1,2025-04-28T11:13:48+05:30,229.5,0.298,65.7,169.349,50.2,0.96
1,2025-04-28T11:13:49+05:30,230.6,0.308,71.0,169.369,50.1,1.0
5,2025-04-28T11:13:50+05:30,235.4,0.567,120.1,319.182,50.0,0.9
4,2025-04-28T11:13:51+05:30,231.1,0.374,83.8,219.985,50.1,0.97
3,2025-04-28T11:13:52+05:30,234.7,0.465,101.5,367.18,50.1,0.93
4,2025-04-28T11:13:53+05:30,228.3,0.367,77.9,220.007,50.0,0.93
4,2025-04-28T11:13:54+05:30,229.2,0.398,89.4,220.032,50.0,0.98
1,2025-04-28T11:13:55+05:30,228.9,0.277,60.9,169.386,50.0,0.96
1,2025-04-28T11:13:56+05:30,230.6,0.307,69.4,169.405,49.8,0.98
5,2025-04-28T11:13:57+05:30,234.3,0.522,119.9,319.215,49.9,0.98
3,2025-04-28T11:13:58+05:30,230.1,0.636,133.2,367.217,50.0,0.91
5,2025-04-28T11:13:59+05:30,228.0,0.412,89.2,319.24,50.2,0.95
4,2025-04-28T11:14:00+05:30,230.3,0.406,88.8,220.057,50.0,0.95
4,2025-04-28T11:14:01+05:30,230.7,0.315,68.3,220.076,49.9,0.94
2,2025-04-28T11:14:02+05:30,230.6,1.631,349.8,765.173,50.2,0.93
3,2025-04-28T11:14:03+05:30,232.4,0.632,129.3,367.253,50.1,0.88
1,2025-04-28T11:14:04+05:30,229.9,0.304,66.4,169.423,50.1,0.95
4,2025-04-28T11:14:05+05:30,226.7,0.395,84.2,220.099,50.1,0.94
4,2025-04-28T11:14:06+05:30,228.2,0.351,72.1,220.119,50.2,0.9
2,2025-04-28T11:14:07+05:30,227.2,1.322,264.3,765.246,49.9,0.88
4,2025-04-28T11:14:08+05:30,230.7,0.385,82.6,220.142,50.0,0.93
1,2025-04-28T11:14:09+05:30,228.4,0.304,68.0,169.442,50.0,0.98
3,2025-04-28T11:14:10+05:30,230.8,0.739,145.0,367.293,50.1,0.85
5,2025-04-28T11:14:11+05:30,229.8,0.756,161.6,319.285,50.1,0.93
2,2025-04-28T11:14:12+05:30,225.4,1.557,298.3,765.329,50.0,0.85
1,2025-04-28T11:14:13+05:30,227.6,0.263,58.1,169.458,50.0,0.97
2,2025-04-28T11:14:14+05:30,231.1,1.271,276.1,765.406,49.9,0.94
3,2025-04-28T11:14:15+05:30,231.2,0.58,126.1,367.328,50.3,0.94
4,2025-04-28T11:14:16+05:30,227.9,0.375,79.5,220.164,50.1,0.93
2,2025-04-28T11:14:17+05:30,229.8,1.546,319.7,765.495,50.0,0.9
1,2025-04-28T11:14:18+05:30,226.8,0.336,75.4,169.479,50.0,0.99
